distance-to-activities-coefficient;density-coefficient;distance-to-center-coefficient;distance-to-roads-coefficient;eval-density;spatial-autocorrelation-index;eval-speed;eval-density;eval-activities;eval-economic
0;0;0;1;0.590034305817193;0.13657331149331992;1.2361018433167035;0.590034305817193;9.434103583491986;0.07645806269967415
0;0;0;1;0.44325655516372003;0.13313372469166043;1.184029735710111;0.4432565551637201;15.588487502891306;0.06465634519742208
0;0;0;1;0.7022708649902127;0.9014949834135331;1.2318436049879629;0.702270864990213;10.515062685679137;0.07261775818200504
0;0;0;1;0.6195470527682252;0.12048389908388185;1.2442305785361905;0.6195470527682251;9.765412204474636;0.06311335653800014
0;0;0;1;0.5213557496985948;0.10917350616915439;1.2282680279035594;0.5213557496985949;10.543782907398931;0.07229439452045651
0;0;0;1;0.6186127752520929;0.10367874630791649;1.2343528543586895;0.6186127752520929;8.076764708474757;0.06514109818885468
0;0;0;1;0.3616066643593421;0.0923106634163278;1.1537189255158709;0.361606664359342;20.76192770154728;0.07030892150413516
0;0;0;1;0.3635453477092277;0.09054221564510975;1.1527597263001679;0.36354534770922775;21.76384048305751;0.08182933511365108
0;0;0;1;0.3201768944034143;0.06578775087313206;1.131989096048838;0.32017689440341435;25.55263491275309;0.06258216673174438
0;0;0;1;0.617958307736525;0.14308123893329622;0.9330826108630386;0.6179583077365252;4.877199684320214;0.06565606252511029
0;0;0;1;0.4628702503199878;0.0985263758457198;1.1949898605514415;0.4628702503199878;14.298879707219621;0.08389143718842565
0;0;0;1;0.51732082211473;0.12942438078127425;1.2094084763160013;0.51732082211473;12.958885058050983;0.06485486114863041
0;0;0;1;0.34356059149561086;0.06920490155399439;1.1526001507135228;0.34356059149561086;21.280220357281227;0.077824950740382
0;0;0;1;0.4061408440416135;0.07668259668434342;1.1866216580674018;0.4061408440416136;16.280632551786784;0.062250269115197904
